index,voted
2998,0
2999,1
3000,0
3001,1
3002,1
3003,1
3004,0
3005,0
3006,0
3007,0
3008,0
3009,1
3010,0
3011,1
3012,1
3013,0
3014,1
3015,1
3016,0
3017,0
3018,0
3019,1
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,1
3029,0
3030,1
3031,1
3032,1
3033,0
3034,0
3035,0
3036,1
3037,0
3038,1
3039,0
3040,1
3041,1
3042,1
3043,0
3044,0
3045,1
3046,1
3047,0
3048,1
3049,0
3050,0
3051,0
3052,0
3053,0
3054,1
3055,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,1
3062,1
3063,0
3064,1
3065,0
3066,0
3067,0
3068,1
3069,1
3070,0
3071,1
3072,1
3073,1
3074,1
3075,0
3076,0
3077,0
3078,0
3079,1
3080,0
3081,0
3082,1
3083,1
3084,0
3085,0
3086,0
3087,1
3088,1
3089,1
3090,1
3091,1
3092,0
3093,1
3094,0
3095,0
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,1
3104,0
3105,0
3106,1
3107,0
3108,1
3109,1
3110,1
3111,1
3112,0
3113,0
3114,1
3115,1
3116,1
3117,0
3118,1
3119,1
3120,1
3121,1
3122,1
3123,0
3124,1
3125,0
3126,1
3127,0
3128,0
3129,1
3130,0
3131,0
3132,0
3133,0
3134,0
3135,1
3136,0
3137,0
3138,1
3139,0
3140,1
3141,0
3142,1
3143,0
3144,0
3145,1
3146,1
3147,1
3148,1
3149,0
3150,1
3151,0
3152,1
3153,1
3154,0
3155,0
3156,0
3157,1
3158,1
3159,0
3160,1
3161,0
3162,0
3163,1
3164,0
3165,0
3166,0
3167,0
3168,0
3169,1
3170,0
3171,0
3172,1
3173,0
3174,1
3175,1
3176,1
3177,1
3178,0
3179,0
3180,0
3181,1
3182,0
3183,1
3184,0
3185,0
3186,0
3187,1
3188,0
3189,1
3190,1
3191,0
3192,1
3193,1
3194,1
3195,1
3196,0
3197,0
3198,1
3199,1
3200,0
3201,0
3202,0
3203,1
3204,0
3205,1
3206,1
3207,1
3208,1
3209,1
3210,0
3211,1
3212,1
3213,0
3214,1
3215,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3223,0
3224,1
3225,0
3226,0
3227,0
3228,0
3229,1
3230,1
3231,0
3232,0
3233,0
3234,1
3235,1
3236,1
3237,1
3238,0
3239,1
3240,1
3241,0
3242,1
3243,0
3244,0
3245,0
3246,1
3247,0
3248,0
3249,0
3250,1
3251,0
3252,1
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,1
3260,1
3261,1
3262,0
3263,0
3264,0
3265,0
3266,1
3267,1
3268,1
3269,1
3270,0
3271,1
3272,0
3273,0
3274,0
3275,1
3276,0
3277,1
3278,1
3279,1
3280,0
3281,0
3282,1
3283,1
3284,1
3285,0
3286,0
3287,0
3288,1
3289,0
3290,1
3291,0
3292,0
3293,1
3294,0
3295,1
3296,1
3297,0
3298,1
3299,1
3300,0
3301,1
3302,0
3303,1
3304,0
3305,1
3306,0
3307,0
3308,1
3309,0
3310,0
3311,0
3312,0
3313,0
3314,1
3315,0
3316,0
3317,1
3318,1
3319,0
3320,0
3321,0
3322,1
3323,0
3324,0
3325,1
3326,0
3327,0
3328,1
3329,1
3330,1
3331,0
3332,0
3333,0
3334,1
3335,0
3336,1
3337,1
3338,1
3339,0
3340,1
3341,0
3342,1
3343,0
3344,0
3345,0
3346,1
3347,0
3348,1
3349,0
3350,0
3351,1
3352,1
3353,1
3354,0
3355,0
3356,1
3357,0
3358,1
3359,1
3360,0
3361,0
3362,0
3363,1
3364,1
3365,0
3366,1
3367,0
3368,1
3369,0
3370,0
3371,1
3372,0
3373,0
3374,1
3375,1
3376,1
3377,1
3378,0
3379,1
3380,0
3381,0
3382,1
3383,0
3384,1
3385,1
3386,0
3387,1
3388,0
3389,1
3390,0
3391,0
3392,1
3393,1
3394,0
3395,1
3396,1
3397,0
3398,0
3399,0
3400,0
3401,0
3402,1
3403,0
3404,0
3405,0
3406,1
3407,0
3408,1
3409,0
3410,0
3411,0
3412,0
3413,0
3414,1
3415,1
3416,0
3417,1
3418,1
3419,0
3420,0
3421,1
3422,0
3423,0
3424,1
3425,1
3426,0
3427,1
3428,0
3429,0
3430,1
3431,0
3432,0
3433,0
3434,0
3435,0
3436,1
3437,1
3438,0
3439,0
3440,1
3441,1
3442,1
3443,1
3444,0
3445,1
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,1
3453,1
3454,1
3455,1
3456,0
3457,1
3458,1
3459,1
3460,1
3461,0
3462,1
3463,0
3464,0
3465,1
3466,0
3467,0
3468,0
3469,1
3470,0
3471,0
3472,1
3473,0
3474,0
3475,1
3476,0
3477,0
3478,0
3479,1
3480,1
3481,1
3482,0
3483,1
3484,1
3485,1
3486,0
3487,1
3488,0
3489,1
3490,1
3491,0
3492,0
3493,1
3494,0
3495,1
3496,1
3497,1
3498,0
3499,1
3500,0
3501,0
3502,0
3503,1
3504,0
3505,0
3506,1
3507,1
3508,0
3509,1
3510,0
3511,0
3512,0
3513,1
3514,0
3515,1
3516,0
3517,0
3518,1
3519,0
3520,0
3521,0
3522,0
3523,1
3524,1
3525,0
3526,0
3527,1
3528,1
3529,1
3530,0
3531,1
3532,0
3533,1
3534,1
3535,0
3536,1
3537,1
3538,1
3539,1
3540,0
3541,1
3542,0
3543,1
3544,0
3545,1
3546,0
3547,1
3548,0
3549,1
3550,0
3551,1
3552,0
3553,1
3554,0
3555,1
3556,1
3557,1
3558,1
3559,1
3560,0
3561,0
3562,0
3563,0
3564,1
3565,0
3566,0
3567,0
3568,1
3569,0
3570,0
3571,1
3572,1
3573,1
3574,0
3575,1
3576,0
3577,0
3578,1
3579,1
3580,0
3581,1
3582,1
3583,0
3584,1
3585,0
3586,1
3587,1
3588,1
3589,0
3590,0
3591,1
3592,0
3593,0
3594,1
3595,1
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,1
3603,1
3604,1
3605,1
3606,1
3607,1
3608,0
3609,0
3610,0
3611,0
3612,0
3613,1
3614,0
3615,1
3616,1
3617,0
3618,1
3619,1
3620,0
3621,0
3622,0
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,1
3638,1
3639,0
3640,1
3641,1
3642,1
3643,0
3644,1
3645,0
3646,0
3647,0
3648,0
3649,0
3650,1
3651,1
3652,0
3653,1
3654,1
3655,0
3656,1
3657,0
3658,1
3659,0
3660,1
3661,0
3662,1
3663,0
3664,0
3665,0
3666,1
3667,0
3668,1
3669,0
3670,0
3671,0
3672,1
3673,1
3674,1
3675,0
3676,0
3677,0
3678,0
3679,0
3680,1
3681,0
3682,1
3683,1
3684,0
3685,0
3686,0
3687,0
3688,1
3689,1
3690,0
3691,0
3692,1
3693,1
3694,0
3695,0
3696,0
3697,0
3698,1
3699,1
3700,0
3701,1
3702,1
3703,1
3704,1
3705,0
3706,1
3707,1
3708,1
3709,1
3710,1
3711,0
3712,0
3713,1
3714,1
3715,0
3716,0
3717,1
3718,0
3719,0
3720,1
3721,1
3722,1
3723,0
3724,0
3725,0
3726,0
3727,1
3728,0
3729,1
3730,0
3731,0
3732,1
3733,1
3734,1
3735,0
3736,0
3737,0
3738,1
3739,0
3740,0
3741,0
3742,1
3743,0
3744,0
3745,0
3746,1
3747,0
3748,0
3749,0
3750,1
3751,1
3752,0
3753,0
3754,1
3755,1
3756,1
3757,0
3758,0
3759,1
3760,0
3761,0
3762,1
3763,0
3764,1
3765,0
3766,0
3767,0
3768,1
3769,1
3770,1
3771,1
3772,1
3773,1
3774,1
3775,0
3776,1
3777,0
3778,1
3779,1
3780,1
3781,1
3782,0
3783,1
3784,1
3785,1
3786,0
3787,1
3788,1
3789,0
3790,0
3791,1
3792,1
3793,0
3794,0
3795,0
3796,1
3797,0
3798,1
3799,0
3800,0
3801,0
3802,0
3803,1
3804,1
3805,1
3806,1
3807,0
3808,1
3809,1
3810,0
3811,1
3812,1
3813,0
3814,1
3815,0
3816,1
3817,1
3818,0
3819,1
3820,1
3821,1
3822,0
3823,0
3824,0
3825,0
3826,0
3827,1
3828,0
3829,0
3830,1
3831,1
3832,0
3833,1
3834,0
3835,0
3836,0
3837,1
3838,0
3839,0
3840,0
3841,1
3842,1
3843,1
3844,0
3845,0
3846,1
3847,0
3848,1
3849,0
3850,0
3851,0
3852,0
3853,0
3854,1
3855,0
3856,0
3857,1
3858,1
3859,0
3860,1
3861,0
3862,1
3863,1
3864,1
3865,1
3866,0
3867,0
3868,0
3869,0
3870,1
3871,1
3872,0
3873,0
3874,1
3875,0
3876,1
3877,1
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,1
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,1
3892,1
3893,0
3894,0
3895,0
3896,1
3897,1
3898,0
3899,0
3900,0
3901,1
3902,0
3903,1
3904,1
3905,1
3906,0
3907,0
3908,1
3909,0
3910,1
3911,0
3912,0
3913,0
3914,0
3915,1
3916,1
3917,0
3918,1
3919,0
3920,1
3921,0
3922,1
3923,0
3924,1
3925,1
3926,0
3927,1
3928,1
3929,1
3930,0
3931,0
3932,1
3933,0
3934,1
3935,0
3936,1
3937,0
3938,1
3939,0
3940,0
3941,1
3942,1
3943,0
3944,0
3945,0
3946,0
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,0
3956,0
3957,0
3958,1
3959,1
3960,1
3961,0
3962,0
3963,0
3964,0
3965,1
3966,0
3967,0
3968,1
3969,1
3970,0
3971,1
3972,0
3973,1
3974,1
3975,1
3976,0
3977,1
3978,1
3979,1
3980,1
3981,0
3982,0
3983,0
3984,0
3985,1
3986,0
3987,1
3988,1
3989,0
3990,1
3991,1
3992,0
3993,0
3994,1
3995,0
3996,0
3997,0
3998,0
3999,1
4000,1
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,1
4009,0
4010,1
4011,1
4012,0
4013,1
4014,1
4015,1
4016,1
4017,1
4018,1
4019,1
4020,1
4021,0
4022,1
4023,0
4024,0
4025,0
4026,0
4027,0
4028,0
4029,0
4030,1
4031,1
4032,1
4033,1
4034,1
4035,0
4036,1
4037,1
4038,1
4039,1
4040,1
4041,1
4042,1
4043,1
4044,1
4045,1
4046,1
4047,0
4048,0
4049,0
4050,0
4051,0
4052,1
4053,1
4054,1
4055,1
4056,0
4057,0
4058,0
4059,0
4060,1
4061,0
4062,0
4063,0
4064,0
4065,0
4066,1
4067,1
4068,0
4069,0
4070,1
4071,0
4072,0
4073,1
4074,1
4075,0
4076,1
4077,0
4078,1
4079,1
4080,1
4081,1
4082,0
4083,0
4084,1
4085,0
4086,1
4087,0
4088,1
4089,0
4090,0
4091,0
4092,0
4093,1
4094,0
4095,0
4096,0
4097,0
4098,0
4099,1
4100,0
4101,0
4102,0
4103,0
4104,1
4105,1
4106,1
4107,1
4108,1
4109,0
4110,0
4111,0
4112,1
4113,0
4114,0
4115,1
4116,1
4117,0
4118,0
4119,1
4120,1
4121,1
4122,0
4123,1
4124,0
4125,1
4126,0
4127,0
4128,1
4129,0
4130,0
4131,1
4132,1
4133,0
4134,1
4135,0
4136,1
4137,0
4138,0
4139,1
4140,0
4141,1
4142,1
4143,0
4144,0
4145,1
4146,0
4147,1
4148,0
4149,1
4150,0
4151,1
4152,0
4153,1
4154,0
4155,0
4156,0
4157,1
4158,1
4159,1
4160,0
4161,1
4162,0
4163,1
4164,1
4165,0
4166,0
4167,1
4168,1
4169,1
4170,0
4171,0
4172,1
4173,1
4174,0
4175,0
4176,1
4177,0
4178,1
4179,1
4180,0
4181,0
4182,0
4183,1
4184,0
4185,0
4186,1
4187,0
4188,1
4189,0
4190,0
4191,1
4192,0
4193,0
4194,0
4195,0
4196,0
4197,1
4198,1
4199,1
4200,1
4201,1
4202,1
4203,1
4204,0
4205,1
4206,1
4207,1
4208,0
4209,0
4210,0
4211,1
4212,0
4213,1
4214,1
4215,0
4216,1
4217,1
4218,1
4219,0
4220,0
4221,1
4222,0
4223,1
4224,0
4225,1
4226,1
4227,0
4228,0
4229,1
4230,0
4231,1
4232,1
4233,0
4234,1
4235,0
4236,0
4237,0
4238,1
4239,1
4240,0
4241,0
4242,0
4243,1
4244,0
4245,0
4246,0
4247,1
4248,0
4249,0
4250,1
4251,0
4252,1
4253,0
4254,0
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,1
4262,0
4263,0
4264,0
4265,1
4266,0
4267,1
4268,1
4269,0
4270,1
4271,0
4272,0
4273,1
4274,0
4275,0
4276,1
4277,1
4278,1
4279,1
4280,0
4281,0
4282,0
4283,0
4284,1
4285,1
4286,1
4287,0
4288,1
4289,1
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,1
4300,0
4301,1
4302,1
4303,1
4304,0
4305,1
4306,0
4307,0
4308,1
4309,0
4310,0
4311,0
4312,1
4313,1
4314,0
4315,1
4316,1
4317,0
4318,1
4319,1
4320,0
4321,1
4322,0
4323,1
4324,1
4325,0
4326,0
4327,0
4328,1
4329,1
4330,1
4331,0
4332,1
4333,1
4334,0
4335,1
4336,0
4337,0
4338,1
4339,1
4340,1
4341,0
4342,0
4343,0
4344,0
4345,0
4346,1
4347,0
4348,0
4349,1
4350,0
4351,1
4352,0
4353,1
4354,0
4355,1
4356,0
4357,1
4358,1
4359,1
4360,1
4361,1
4362,0
4363,0
4364,1
4365,0
4366,1
4367,0
4368,1
4369,0
4370,1
4371,1
4372,1
4373,1
4374,0
4375,0
4376,0
4377,1
4378,0
4379,1
4380,1
4381,0
4382,1
4383,1
4384,0
4385,0
4386,0
4387,1
4388,1
4389,0
4390,0
4391,1
4392,0
4393,1
4394,1
4395,0
4396,1
4397,1
4398,1
4399,1
4400,0
4401,1
4402,1
4403,0
4404,0
4405,0
4406,1
4407,1
4408,0
4409,0
4410,1
4411,1
4412,0
4413,0
4414,1
4415,1
4416,1
4417,0
4418,0
4419,1
4420,0
4421,1
4422,1
4423,1
4424,0
4425,0
4426,0
4427,1
4428,1
4429,1
4430,1
4431,1
4432,0
4433,0
4434,0
4435,1
4436,1
4437,1
4438,0
4439,1
4440,0
4441,1
4442,1
4443,1
4444,0
4445,0
4446,0
4447,0
4448,0
4449,0
4450,0
4451,1
4452,0
4453,0
4454,1
4455,1
4456,1
4457,0
4458,0
4459,1
4460,1
4461,0
4462,0
4463,0
4464,0
4465,1
4466,0
4467,0
4468,1
4469,1
4470,1
4471,0
4472,1
4473,1
4474,0
4475,1
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,1
4483,0
4484,1
4485,1
4486,1
4487,1
4488,0
4489,0
4490,0
4491,0
4492,1
4493,1
4494,0
4495,0
4496,1
4497,0
4498,0
4499,1
4500,0
4501,1
4502,0
4503,0
4504,0
4505,1
4506,1
4507,1
4508,1
4509,0
4510,1
4511,1
4512,0
4513,0
4514,0
4515,1
4516,1
4517,1
4518,1
4519,0
4520,1
4521,0
4522,1
4523,0
4524,0
4525,0
4526,1
4527,0
4528,0
4529,0
4530,1
4531,1
4532,1
4533,0
4534,0
4535,1
4536,1
4537,1
4538,1
4539,1
4540,0
4541,0
4542,1
4543,0
4544,0
4545,1
4546,0
4547,1
4548,1
4549,1
4550,0
4551,0
4552,1
4553,0
4554,0
4555,0
4556,0
4557,0
4558,0
4559,1
4560,1
4561,0
4562,1
4563,0
4564,0
4565,0
4566,1
4567,1
4568,0
4569,1
4570,0
4571,1
4572,1
4573,1
4574,0
4575,0
4576,1
4577,0
4578,0
4579,0
4580,0
4581,1
4582,1
4583,1
4584,0
4585,1
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,1
4599,0
4600,1
4601,0
4602,0
4603,1
4604,1
4605,1
4606,0
4607,1
4608,1
4609,1
4610,1
4611,0
4612,0
4613,0
4614,1
4615,1
4616,0
4617,1
4618,1
4619,1
4620,0
4621,0
4622,0
4623,0
4624,0
4625,0
4626,0
4627,0
4628,0
4629,0
4630,0
4631,0
4632,1
4633,1
4634,1
4635,0
4636,1
4637,1
4638,1
4639,0
4640,0
4641,0
4642,1
4643,0
4644,1
4645,1
4646,0
4647,1
4648,1
4649,0
4650,0
4651,1
4652,0
4653,0
4654,0
4655,0
4656,0
4657,0
4658,1
4659,0
4660,1
4661,0
4662,1
4663,1
4664,0
4665,0
4666,1
4667,1
4668,0
4669,1
4670,0
4671,0
4672,0
4673,1
4674,1
4675,1
4676,1
4677,1
4678,1
4679,0
4680,0
4681,1
4682,1
4683,0
4684,1
4685,1
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,1
4694,0
4695,1
4696,1
4697,0
4698,1
4699,0
4700,1
4701,1
4702,0
4703,1
4704,0
4705,1
4706,0
4707,0
4708,1
4709,0
4710,1
4711,1
4712,1
4713,1
4714,0
4715,0
4716,0
4717,1
4718,0
4719,1
4720,1
4721,0
4722,0
4723,0
4724,0
4725,1
4726,0
4727,0
4728,1
4729,1
4730,1
4731,0
4732,0
4733,0
4734,1
4735,0
4736,0
4737,1
4738,1
4739,1
4740,0
4741,1
4742,0
4743,0
4744,0
4745,1
4746,0
4747,1
4748,1
4749,1
4750,1
4751,1
4752,1
4753,0
4754,1
4755,0
4756,0
4757,1
4758,0
4759,1
4760,0
4761,1
4762,0
4763,1
4764,0
4765,0
4766,1
4767,0
4768,0
4769,0
4770,0
4771,1
4772,1
4773,0
4774,1
4775,1
4776,0
4777,0
4778,1
4779,0
4780,0
4781,0
4782,0
4783,0
4784,1
4785,1
4786,0
4787,1
4788,0
4789,1
4790,0
4791,0
4792,0
4793,1
4794,0
4795,1
4796,0
4797,1
4798,0
4799,1
4800,1
4801,0
4802,0
4803,0
4804,0
4805,1
4806,0
4807,1
4808,0
4809,1
4810,1
4811,1
4812,0
4813,0
4814,1
4815,0
4816,1
4817,1
4818,1
4819,0
4820,1
4821,1
4822,1
4823,0
4824,1
4825,1
4826,0
4827,1
4828,0
4829,1
4830,1
4831,0
4832,0
4833,1
4834,0
4835,0
4836,1
4837,1
4838,0
4839,0
4840,1
4841,1
4842,1
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,1
4850,0
4851,0
4852,1
4853,0
4854,0
4855,0
4856,0
4857,1
4858,1
4859,0
4860,1
4861,1
4862,1
4863,0
4864,0
4865,0
4866,1
4867,0
4868,1
4869,1
4870,0
4871,1
4872,1
4873,0
4874,0
4875,0
4876,0
4877,0
4878,1
4879,0
4880,0
4881,0
4882,1
4883,1
4884,1
4885,0
4886,0
4887,1
4888,1
4889,0
4890,1
4891,0
4892,0
4893,1
4894,0
4895,0
4896,1
4897,0
4898,0
4899,0
4900,1
4901,1
4902,0
4903,0
4904,0
4905,1
4906,0
4907,1
4908,1
4909,1
4910,1
4911,1
4912,1
4913,1
4914,0
4915,1
4916,1
4917,0
4918,1
4919,1
4920,0
4921,1
4922,1
4923,1
4924,0
4925,0
4926,1
4927,1
4928,0
4929,1
4930,0
4931,0
4932,0
4933,1
4934,1
4935,0
4936,1
4937,0
4938,0
4939,0
4940,0
4941,0
4942,1
4943,0
4944,0
4945,0
4946,1
4947,0
4948,0
4949,0
4950,1
4951,0
4952,0
4953,0
4954,0
4955,0
4956,1
4957,0
4958,1
4959,0
4960,0
4961,1
4962,0
4963,0
4964,0
4965,0
4966,1
4967,0
4968,1
4969,0
4970,0
4971,1
4972,1
4973,1
4974,0
4975,0
4976,1
4977,0
4978,0
4979,0
4980,0
4981,0
4982,1
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,1
4990,1
4991,0
4992,0
4993,0
4994,1
4995,0
4996,1
4997,1
4998,1
4999,0
5000,1
5001,1
5002,1
5003,1
5004,1
5005,0
5006,1
5007,0
5008,0
5009,1
5010,0
5011,0
5012,0
5013,1
5014,0
5015,0
5016,0
5017,0
5018,0
5019,1
5020,1
5021,1
5022,0
5023,0
5024,1
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,1
5033,1
5034,1
5035,1
5036,0
5037,1
5038,0
5039,0
5040,1
5041,1
5042,0
5043,0
5044,0
5045,0
5046,0
5047,1
5048,1
5049,1
5050,0
5051,0
5052,1
5053,1
5054,1
5055,1
5056,0
5057,0
5058,0
5059,0
5060,1
5061,0
5062,1
5063,1
5064,1
5065,0
5066,0
5067,0
5068,0
5069,0
5070,1
5071,1
5072,0
5073,1
5074,0
5075,0
5076,0
5077,1
5078,0
5079,0
5080,1
5081,1
5082,0
5083,1
5084,0
5085,1
5086,1
5087,1
5088,0
5089,0
5090,0
5091,1
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,1
5099,0
5100,1
5101,1
5102,0
5103,1
5104,0
5105,1
5106,1
5107,1
5108,1
5109,1
5110,1
5111,1
5112,0
5113,0
5114,1
5115,1
5116,0
5117,1
5118,1
5119,1
5120,0
5121,1
5122,1
5123,0
5124,1
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,1
5134,1
5135,1
5136,0
5137,0
5138,0
5139,1
5140,0
5141,1
5142,0
5143,0
5144,1
5145,1
5146,1
5147,0
5148,0
5149,1
5150,1
5151,1
5152,1
5153,0
5154,1
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,1
5164,1
5165,1
5166,0
5167,0
5168,1
5169,0
5170,1
5171,0
5172,0
5173,1
5174,1
5175,1
5176,0
5177,1
5178,0
5179,0
5180,1
5181,1
5182,1
5183,0
5184,1
5185,0
5186,1
5187,1
5188,0
5189,1
5190,0
5191,1
5192,0
5193,0
5194,1
5195,1
5196,1
5197,0
5198,0
5199,0
5200,1
5201,1
5202,1
5203,1
5204,0
5205,1
5206,0
5207,1
5208,0
5209,1
5210,1
5211,1
5212,1
5213,1
5214,1
5215,0
5216,1
5217,0
5218,0
5219,1
5220,1
5221,1
5222,0
5223,0
5224,0
5225,1
5226,0
5227,1
5228,0
5229,0
5230,1
5231,1
5232,0
5233,0
5234,0
5235,0
5236,0
5237,1
5238,1
5239,1
5240,1
5241,1
5242,1
5243,0
5244,0
5245,1
5246,1
5247,0
5248,0
5249,0
5250,0
5251,1
5252,1
5253,0
5254,0
5255,0
5256,1
5257,1
5258,1
5259,0
5260,0
5261,0
5262,0
5263,0
5264,1
5265,1
5266,1
5267,1
5268,0
5269,0
5270,1
5271,1
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,1
5279,0
5280,1
5281,1
5282,1
5283,0
5284,1
5285,1
5286,0
5287,0
5288,0
5289,0
5290,0
5291,1
5292,1
5293,1
5294,0
5295,0
5296,0
5297,0
5298,0
5299,0
5300,1
5301,0
5302,0
5303,1
5304,1
5305,1
5306,1
5307,1
5308,0
5309,1
5310,1
5311,0
5312,1
5313,0
5314,0
5315,1
5316,1
5317,0
5318,1
5319,1
5320,1
5321,0
5322,1
5323,1
5324,1
5325,0
5326,0
5327,0
5328,1
5329,1
5330,1
5331,0
5332,1
5333,0
5334,1
5335,0
5336,0
5337,0
5338,1
5339,0
5340,0
5341,1
5342,0
5343,1
5344,1
5345,0
5346,0
5347,1
5348,1
5349,0
5350,0
5351,0
5352,1
5353,0
5354,1
5355,0
5356,1
5357,1
5358,1
5359,0
5360,0
5361,0
5362,1
5363,1
5364,1
5365,0
5366,1
5367,1
5368,0
5369,1
5370,1
5371,0
5372,1
5373,1
5374,1
5375,1
5376,0
5377,0
5378,0
5379,0
5380,1
5381,0
5382,0
5383,1
5384,1
5385,0
5386,0
5387,0
5388,1
5389,1
5390,1
5391,0
5392,1
5393,0
5394,0
5395,1
5396,1
5397,0
5398,1
5399,0
5400,0
5401,1
5402,1
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,1
5410,0
5411,1
5412,0
5413,0
5414,1
5415,0
5416,1
5417,0
5418,1
5419,1
5420,1
5421,1
5422,1
5423,0
5424,0
5425,1
5426,0
5427,1
5428,1
5429,0
5430,0
5431,1
5432,0
5433,0
5434,0
5435,1
5436,1
5437,1
5438,0
5439,0
5440,1
5441,0
5442,0
5443,0
5444,0
5445,0
5446,1
5447,1
5448,0
5449,0
5450,0
5451,0
5452,1
5453,0
5454,0
5455,0
5456,1
5457,0
5458,1
5459,0
5460,0
5461,0
5462,1
5463,1
5464,0
5465,0
5466,0
5467,0
5468,1
5469,1
5470,0
5471,0
5472,1
5473,0
5474,1
5475,0
5476,0
5477,1
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,1
5485,0
5486,1
5487,0
5488,0
5489,1
5490,0
5491,0
5492,1
5493,0
5494,1
5495,0
5496,1
5497,0
5498,0
5499,1
5500,1
5501,1
5502,0
5503,1
5504,1
5505,0
5506,0
5507,1
5508,0
5509,1
5510,1
5511,0
5512,1
5513,1
5514,0
5515,0
5516,1
5517,1
5518,1
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,1
5526,0
5527,0
5528,1
5529,1
5530,1
5531,0
5532,1
5533,0
5534,1
5535,0
5536,1
5537,1
5538,0
5539,1
5540,0
5541,1
5542,0
5543,1
5544,0
5545,1
5546,1
5547,0
5548,0
5549,0
5550,0
5551,1
5552,1
5553,1
5554,0
5555,0
5556,1
5557,1
5558,0
5559,1
5560,0
5561,1
5562,0
5563,0
5564,1
5565,1
5566,0
5567,0
5568,0
5569,0
5570,1
5571,0
5572,1
5573,1
5574,1
5575,1
5576,0
5577,1
5578,0
5579,0
5580,0
5581,1
5582,0
5583,1
5584,0
5585,0
5586,0
5587,0
5588,0
5589,1
5590,1
5591,0
5592,0
5593,0
5594,1
5595,1
5596,0
5597,1
5598,0
5599,0
5600,1
5601,0
5602,1
5603,0
5604,0
5605,1
5606,1
5607,1
5608,0
5609,1
5610,1
5611,1
5612,1
5613,0
5614,1
5615,0
5616,0
5617,1
5618,1
5619,0
5620,0
5621,0
5622,1
5623,1
5624,1
5625,0
5626,1
5627,1
5628,0
5629,1
5630,0
5631,1
5632,0
5633,0
5634,1
5635,1
5636,1
5637,1
5638,0
5639,1
5640,1
5641,0
5642,1
5643,0
5644,0
5645,0
5646,1
5647,1
5648,1
5649,1
5650,1
5651,1
5652,0
5653,1
5654,0
5655,1
5656,1
5657,0
5658,1
5659,0
5660,1
5661,0
5662,0
5663,1
5664,0
5665,0
5666,1
5667,0
5668,1
5669,1
5670,0
5671,1
5672,1
5673,1
5674,0
5675,0
5676,0
5677,0
5678,1
5679,1
5680,1
5681,1
5682,0
5683,0
5684,1
5685,1
5686,1
5687,1
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,1
5696,1
5697,0
5698,0
5699,0
5700,1
5701,1
5702,0
5703,1
5704,1
5705,0
5706,1
5707,0
5708,0
5709,0
5710,0
5711,0
5712,1
5713,1
5714,0
5715,1
5716,0
5717,1
5718,0
5719,1
5720,1
5721,0
5722,1
5723,0
5724,1
5725,0
5726,1
5727,1
5728,0
5729,0
5730,1
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,1
5740,1
5741,1
5742,0
5743,0
5744,1
5745,0
5746,1
5747,1
5748,0
5749,1
5750,0
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,0
5758,0
5759,0
5760,0
5761,0
5762,1
5763,0
5764,0
5765,1
5766,0
5767,1
5768,1
5769,1
5770,0
5771,1
5772,0
5773,1
5774,0
5775,1
5776,0
5777,1
5778,1
5779,0
5780,1
5781,1
5782,0
5783,0
5784,0
5785,1
5786,1
5787,1
5788,1
5789,0
5790,0
5791,1
5792,0
5793,1
5794,1
5795,1
5796,0
